Time Stamp,Acceleration
19449908,-0.9126
19451784,-0.9282
19453664,-0.9126
19455544,-0.9243
19457420,-0.9243
19459288,-0.9243
19461160,-0.9243
19463032,-0.936
19464904,-0.936
19466764,-0.9282
19468636,-0.9243
19470512,-0.9282
19472376,-0.9282
19474256,-0.9126
19476132,-0.9282
19478012,-0.9282
19479888,-0.9282
19481760,-0.9243
19483628,-0.9321
19485504,-0.9321
19487384,-0.936
19489256,-0.9126
19491132,-0.936
19493008,-0.936
19494872,-0.936
19496736,-0.9204
19498604,-0.9204
19500468,-0.9204
19502336,-0.9321
19504212,-0.9243
19506084,-0.9165
19507964,-0.9165
19509844,-0.9321
19511716,-0.936
19513584,-0.9282
19515460,-0.9282
19517332,-0.9243
19519200,-0.9165
19521076,-0.9165
19522948,-0.9204
19524816,-0.9243
19526688,-0.9165
19528560,-0.9165
19530436,-0.9321
19532312,-0.936
19534180,-0.9204
19536052,-0.9204
19537916,-0.9243
19539796,-0.9321
19541676,-0.9204
19543548,-0.9204
19545420,-0.9204
19547288,-0.9243
19549160,-0.9165
19551032,-0.9165
19552916,-0.9126
19554792,-0.9243
19556664,-0.9243
19558536,-0.9243
19560404,-0.9243
19562280,-0.9243
19564156,-0.9243
19566032,-0.9165
19567908,-0.9165
19569780,-0.9243
19571652,-0.9243
19573532,-0.9165
19575420,-0.9399
19577296,-0.9165
19579172,-0.9165
19581048,-0.9282
19582920,-0.9243
19584796,-0.9282
19586676,-0.9282
19588552,-0.9087
19590420,-0.9204
19592288,-0.9243
19594164,-0.9243
19596044,-0.9282
19597920,-0.9243
19599796,-0.9321
19601672,-0.9321
19603544,-0.9204
19605408,-0.9282
19607276,-0.9282
19609152,-0.9204
19611024,-0.9009
19612884,-0.9204
19614748,-0.9204
19616616,-0.9204
19618480,-0.9321
19620348,-0.9399
19622224,-0.9399
19624096,-0.9282
19625964,-0.9243
19627844,-0.9243
19629720,-0.9243
19631600,-0.9282
19633472,-0.9282
19635348,-0.9282
19637216,-0.9282
19639092,-0.936
19640952,-0.9399
19642824,-0.9282
19644700,-0.9282
19646572,-0.9243
19648448,-0.9243
19650324,-0.9243
19652208,-0.9321
19654088,-0.9165
19655960,-0.9282
19657832,-0.9282
19659708,-0.9243
19661584,-0.9243
19663464,-0.9243
19665340,-0.9243
19667208,-0.9321
19669080,-0.9165
19670952,-0.9243
19672828,-0.9243
19674700,-0.9243
19676572,-0.9165
19678452,-0.9321
19680324,-0.9321
19682196,-0.9204
19684060,-0.9165
19685932,-0.9399
19687800,-0.9399
19689672,-0.9282
19691544,-0.9282
19693416,-0.9282
19695292,-0.9321
19697168,-0.936
19699032,-0.9243
19700908,-0.9243
19702776,-0.936
19704648,-0.9243
19706516,-0.936
19708384,-0.936
19710252,-0.9321
19712132,-0.9165
19713996,-0.9204
19715864,-0.9204
19717732,-0.9204
19719596,-0.9243
19721472,-0.9321
19723344,-0.9321
19725216,-0.9399
19727092,-0.9243
19728968,-0.9243
19730840,-0.9165
19732712,-0.9204
19734580,-0.9321
19736456,-0.9321
19738336,-0.9243
19740212,-0.9243
19742084,-0.9282
19743956,-0.9282
19745828,-0.9282
19747700,-0.9165
19749576,-0.9282
19751452,-0.9282
19753324,-0.9282
19755196,-0.9282
19757072,-0.9282
19758944,-0.9282
19760820,-0.9282
19762684,-0.9204
19764556,-0.9321
19766432,-0.9321
19768296,-0.9204
19770164,-0.9282
19772032,-0.9282
19773908,-0.9204
19775772,-0.9204
19777644,-0.9243
19779516,-0.9243
19781392,-0.9204
19783272,-0.9282
19785140,-0.9243
19787012,-0.9243
19788884,-0.9282
19790756,-0.9243
19792632,-0.9243
19794508,-0.9243
19796380,-0.9243
19798260,-0.9204
19800124,-0.9282
19802000,-0.9282
19803876,-0.9282
19805752,-0.9282
19807624,-0.9282
19809496,-0.9243
19811372,-0.9165
19813244,-0.9321
19815124,-0.9321
19817004,-0.9321
19818876,-0.9243
19820748,-0.9282
19822620,-0.9282
19824496,-0.9243
19826364,-0.9282
19828240,-0.936
19830108,-0.936
19831980,-0.9282
19833848,-0.9282
19835728,-0.9204
19837596,-0.9204
19839460,-0.9048
19841328,-0.9243
19843196,-0.9204
19845060,-0.9204
19846924,-0.9243
19848792,-0.9204
19850656,-0.9204
19852524,-0.9165
19854400,-0.9282
19856272,-0.9165
19858148,-0.9165
19860024,-0.9204
19861888,-0.9204
19863756,-0.9243
19865632,-0.9243
19867504,-0.9321
19869380,-0.9282
19871256,-0.9243
19873128,-0.9243
19875000,-0.9204
19876860,-0.9204
19878736,-0.9204
19880596,-0.9204
19882460,-0.9399
19884332,-0.936
19886204,-0.936
19888072,-0.9282
19889940,-0.9165
19891820,-0.9204
19893692,-0.9204
19895560,-0.9321
19897436,-0.9204
19899304,-0.9243
19901168,-0.9243
19903048,-0.9282
19904920,-0.9282
19906796,-0.9204
19908660,-0.9204
19910528,-0.9204
19912392,-0.9087
19914256,-0.9243
19916132,-0.9243
19918004,-0.9243
19919872,-0.9243
19921748,-0.9243
19923628,-0.9282
19925508,-0.9243
19927380,-0.9165
19929252,-0.9165
19931120,-0.9204
19932992,-0.9321
19934864,-0.9243
19936740,-0.9243
19938612,-0.9282
19940484,-0.9165
19942352,-0.9282
19944228,-0.9282
19946108,-0.9321
19947988,-0.9243
19949860,-0.9321
19951736,-0.9321
19953608,-0.9243
19955484,-0.9204
19957364,-0.9282
19959228,-0.9282
19961104,-0.9243
19962980,-0.9204
19964844,-0.9204
19966708,-0.9204
19968572,-0.9321
19970452,-0.9243
19972320,-0.9243
19974196,-0.936
19976064,-0.9165
19977932,-0.9243
19979804,-0.9243
19981680,-0.9204
19983544,-0.9243
19985420,-0.9204
19987288,-0.9204
19989148,-0.9243
19991016,-0.9204
19992884,-0.9321
19994760,-0.9321
19996628,-0.9282
19998504,-0.9321
20000384,-0.9282
20002260,-0.9282
20004128,-0.9165
20006004,-0.9126
20007876,-0.9126
20009756,-0.9243
20011640,-0.9321
20013516,-0.9438
20015384,-0.9438
20017256,-0.9165
20019132,-0.9243
20021008,-0.9243
20022892,-0.9243
20024768,-0.9204
20026632,-0.9321
20028508,-0.9321
20030380,-0.9321
20032260,-0.9282
20034136,-0.9204
20036008,-0.9243
20037884,-0.9243
20039756,-0.9282
20041628,-0.9282
20043500,-0.9321
20045380,-0.9321
20047252,-0.9243
20049124,-0.9321
20050996,-0.9321
20052872,-0.9165
20054752,-0.9243
20056624,-0.9282
20058496,-0.9282
20060372,-0.9282
20062244,-0.9165
20064116,-0.9321
20065996,-0.9321
20067876,-0.936
20069744,-0.9282
20071616,-0.9126
20073492,-0.9126
20075364,-0.9126
20077244,-0.9204
20079116,-0.9165
20080992,-0.9165
20082860,-0.9126
20084728,-0.9087
20086600,-0.9321
20088472,-0.9321
20090348,-0.9243
20092220,-0.9321
20094100,-0.9321
20095968,-0.9282
20097844,-0.9321
20099720,-0.936
20101592,-0.936
20103464,-0.9282
20105336,-0.9165
20107212,-0.9321
20109092,-0.9321
20110976,-0.9282
20112852,-0.9321
20114728,-0.9282
20116596,-0.9282
20118472,-0.9204
20120340,-0.9282
20122208,-0.9165
20124080,-0.9165
20125952,-0.9282
20127824,-0.936
20129696,-0.9282
20131564,-0.9282
20133440,-0.9282
20135316,-0.9282
20137188,-0.9282
20139060,-0.9204
20140928,-0.9126
20142796,-0.9321
20144680,-0.9321
20146552,-0.9321
20148424,-0.9321
20150300,-0.9282
20152172,-0.9282
20154048,-0.9243
20155920,-0.9282
20157792,-0.9282
20159664,-0.9282
20161532,-0.9282
20163412,-0.9204
20165280,-0.9243
20167148,-0.9243
20169020,-0.9243
20170900,-0.9282
20172764,-0.9243
20174640,-0.9243
20176520,-0.9321
20178396,-0.936
20180260,-0.936
20182132,-0.9204
20184000,-0.9204
20185860,-0.9243
20187732,-0.9243
20189604,-0.9204
20191468,-0.9321
20193348,-0.9282
20195216,-0.9282
20197092,-0.9399
20198968,-0.9438
20200840,-0.936
20202708,-0.936
20204580,-0.9204
20206448,-0.9126
20208316,-0.9126
20210200,-0.9126
20212072,-0.9087
20213940,-0.9204
20215804,-0.9204
20217680,-0.9243
20219544,-0.9243
20221420,-0.9204
20223288,-0.9204
20225168,-0.9321
20227040,-0.9126
20228924,-0.9204
20230796,-0.9204
20232660,-0.936
20234532,-0.9165
20236404,-0.9165
20238276,-0.9165
20240156,-0.9243
20242040,-0.9204
20243908,-0.9282
20245784,-0.9282
20247656,-0.9204
20249524,-0.9243
20251392,-0.9243
20253268,-0.9243
20255140,-0.9204
20257008,-0.9243
20258884,-0.9243
20260756,-0.9204
20262628,-0.9243
20264492,-0.9243
20266368,-0.9243
20268240,-0.9204
20270108,-0.936
20271976,-0.9165
20273848,-0.9165
20275728,-0.9321
20277600,-0.9243
20279472,-0.9165
20281340,-0.9165
20283220,-0.9282
20285096,-0.9321
20286976,-0.9282
20288848,-0.9282
20290720,-0.9126
20292588,-0.9321
20294468,-0.9399
20296340,-0.9399
20298216,-0.9321
20300096,-0.9243
20301972,-0.9243
20303840,-0.9321
20305716,-0.9204
20307588,-0.9204
20309452,-0.9204
20311324,-0.9282
20313200,-0.9243
20315076,-0.9243
20316952,-0.9243
20318832,-0.9243
20320712,-0.9282
20322584,-0.9282
20324456,-0.9282
20326328,-0.9282
20328204,-0.936
20330064,-0.9282
20331940,-0.9282
20333812,-0.9243
20335688,-0.9243
20337560,-0.9321
20339440,-0.9321
20341320,-0.9126
20343192,-0.9204
20345060,-0.9204
20346928,-0.9243
20348804,-0.9243
20350688,-0.9165
20352564,-0.9165
20354436,-0.9243
20356308,-0.9204
20358176,-0.9204
20360044,-0.9204
20361904,-0.9204
20363768,-0.9243
20365648,-0.9204
20367516,-0.9204
20369380,-0.9204
20371244,-0.9321
20373116,-0.936
20374992,-0.936
20376864,-0.9321
20378748,-0.9165
20380620,-0.9321
20382500,-0.9321
20384384,-0.9204
20386256,-0.9243
20388132,-0.9243
20390004,-0.9165
20391876,-0.9282
20393752,-0.9321
20395640,-0.9321
20397516,-0.9243
20399388,-0.9243
20401260,-0.936
20403128,-0.936
20404992,-0.9282
20406860,-0.9204
20408728,-0.9243
20410608,-0.9243
20412484,-0.9243
20414356,-0.9165
20416236,-0.9243
20418112,-0.9243
20419984,-0.9165
20421860,-0.936
20423728,-0.9282
20425604,-0.9282
20427472,-0.9243
20429348,-0.9282
20431220,-0.9282
20433096,-0.936
20434964,-0.9282
20436844,-0.9204
20438704,-0.9204
20440568,-0.9243
20442448,-0.9282
20444320,-0.9165
20446188,-0.9165
20448064,-0.9126
20449944,-0.9282
20451820,-0.9321
20453696,-0.9321
20455576,-0.9165
20457440,-0.9165
20459328,-0.9243
20461204,-0.9243
20463080,-0.9282
20464952,-0.9282
20466828,-0.936
20468692,-0.936
20470556,-0.9321
20472436,-0.9321
20474312,-0.9321
20476188,-0.9204
20478056,-0.9087
20479928,-0.9165
20481804,-0.9165
20483676,-0.9204
20485544,-0.9165
20487416,-0.9204
20489280,-0.9204
20491148,-0.9204
20493024,-0.9126
20494892,-0.9321
20496764,-0.9321
20498632,-0.9126
20500504,-0.9282
20502372,-0.9243
20504248,-0.9243
20506124,-0.9204
20507988,-0.9165
20509864,-0.9165
20511728,-0.9204
20513600,-0.9243
20515468,-0.9243
20517340,-0.9243
20519212,-0.9243
20521084,-0.9321
20522956,-0.9321
20524832,-0.9321
20526712,-0.9165
20528588,-0.9126
20530460,-0.9165
20532332,-0.9165
20534200,-0.9087
20536068,-0.9321
20537940,-0.9321
20539812,-0.9321
20541684,-0.9165
20543556,-0.9204
20545420,-0.9243
20547292,-0.9243
20549164,-0.9321
20551036,-0.9243
20552912,-0.9243
20554780,-0.9321
20556656,-0.9243
20558532,-0.9321
20560408,-0.9321
20562280,-0.9204
20564144,-0.9282
20566012,-0.9321
20567892,-0.9321
20569768,-0.9087
20571636,-0.9165
20573512,-0.9165
20575384,-0.9165
20577252,-0.9087
20579120,-0.9165
20580988,-0.9282
20582864,-0.9282
20584732,-0.9204
20586600,-0.9165
20588476,-0.9165
20590348,-0.9243
20592224,-0.9204
20594088,-0.9126
20595964,-0.9126
20597836,-0.9282
20599708,-0.9321
20601584,-0.9321
20603464,-0.9321
20605336,-0.9282
20607208,-0.9243
20609080,-0.9165
20610952,-0.9165
20612832,-0.936
20614700,-0.9282
20616576,-0.9243
20618448,-0.9243
20620320,-0.9165
20622192,-0.9789
20624060,-1.0023
20625940,-1.0023
20627816,-0.9711
20629692,-0.9282
20631560,-0.9282
20633432,-0.9243
20635304,-0.9243
20637180,-0.8697
20639056,-0.8697
20640928,-0.858
20642788,-0.8619
20644656,-0.8619
20646532,-0.8619
20648404,-0.8736
20650276,-0.9165
20652148,-0.9243
20654020,-0.9243
20655896,-0.9282
20657776,-0.9711
20659652,-0.9672
20661524,-0.9672
20663396,-0.9789
20665264,-0.9555
20667140,-0.9438
20669016,-0.9438
20670896,-0.9204
20672764,-0.8892
20674636,-0.8892
20676504,-0.9048
20678376,-0.897
20680240,-0.8853
20682112,-0.8853
20683988,-0.8853
20685860,-0.9204
20687728,-0.9165
20689596,-0.9165
20691472,-0.936
20693336,-0.936
20695208,-0.9399
20697072,-0.9399
20698952,-0.9243
20700828,-0.9165
20702704,-0.9048
20704568,-0.9048
20706444,-0.9282
20708312,-0.9165
20710188,-0.9477
20712064,-0.9477
20713936,-0.9009
20715800,-0.9555
20717668,-0.9555
20719540,-0.9321
20721420,-0.9321
20723296,-0.9477
20725168,-0.9477
20727040,-0.9048
20728904,-0.9516
20730784,-0.936
20732652,-0.936
20734512,-0.9009
20736376,-0.9594
20738244,-0.9204
20740108,-0.9204
20741976,-0.9204
20743840,-0.8931
20745708,-0.9243
20747580,-0.9243
20749460,-0.9243
20751324,-0.9204
20753192,-0.9204
20755060,-0.9048
20756924,-0.9165
20758800,-0.9165
20760672,-0.9165
20762544,-0.9165
20764420,-0.9009
20766280,-0.9048
20768144,-0.9048
20770012,-0.9243
20771892,-0.9165
20773764,-0.9282
20775644,-0.9282
20777520,-0.9243
20779392,-0.936
20781260,-0.9165
20783136,-0.9165
20785008,-0.936
20786884,-0.9204
20788744,-0.9204
20790612,-0.9438
20792484,-0.9477
20794352,-0.9204
20796228,-0.9204
20798088,-0.9087
20799948,-0.9009
20801816,-0.9282
20803680,-0.9282
20805552,-0.9204
20807420,-0.9243
20809292,-0.9243
20811160,-0.9243
20813032,-0.9126
20814904,-0.9282
20816776,-0.9165
20818656,-0.9165
20820532,-0.9321
20822404,-0.9321
20824276,-0.9321
20826148,-0.9321
20828020,-0.9399
20829892,-0.9126
20831772,-0.9126
20833644,-0.9204
20835512,-0.9165
20837384,-0.9399
20839256,-0.9399
20841128,-0.9087
20843000,-0.936
20844876,-0.9321
20846752,-0.9321
20848616,-0.9321
20850492,-0.9282
20852368,-0.9321
20854244,-0.9321
20856120,-0.9438
20857988,-0.9633
20859856,-0.9594
20861728,-0.9594
20863612,-0.9867
20865488,-0.9984
20867360,-0.9828
20869232,-0.9828
20871104,-0.9399
20872980,-0.9282
20874864,-0.9282
20876736,-0.9243
20878612,-0.9126
20880484,-0.9321
20882360,-0.9321
20884236,-0.9204
20886116,-0.8931
20887984,-0.8736
20889860,-0.8736
20891732,-0.897
20893596,-0.8931
20895464,-0.9087
20897332,-0.9087
20899200,-0.9126
20901076,-0.9048
20902940,-0.8658
20904816,-0.8658
20906688,-0.8268
20908564,-0.819
20910432,-0.8112
20912312,-0.8112
20914184,-0.8346
20916052,-0.8697
20917928,-0.8697
20919800,-0.8931
20921680,-0.9165
20923552,-0.9126
20925420,-0.9126
20927300,-0.9087
20929172,-0.9438
20931040,-0.9243
20932912,-0.9243
20934788,-0.9165
20936652,-0.8775
20938528,-0.858
20940404,-0.858
20942264,-0.8775
20944140,-0.858
20946004,-0.8853
20947880,-0.8853
20949756,-0.8073
20951628,-0.8502
20953500,-0.8502
20955372,-0.8424
20957248,-0.8502
20959116,-0.819
20960984,-0.819
20962848,-1.0101
20964728,-1.1349
20966612,-1.2012
20968492,-1.2012
20970376,-1.1934
20972264,-1.1193
20974144,-0.9633
20976020,-0.9633
20977892,-0.819
20979760,-0.7332
20981632,-0.7293
20983508,-0.7293
20985380,-0.7371
20987256,-0.7293
20989124,-0.7254
20990996,-0.7254
20992872,-0.7332
20994748,-0.78
20996608,-0.78
20998468,-0.8268
21000336,-0.8502
21002196,-0.8736
21004064,-0.8736
21005944,-0.9009
21007808,-0.9087
21009672,-0.9399
21011544,-0.9399
21013416,-0.9321
21015292,-0.9126
21017172,-0.9204
21019036,-0.9204
21020908,-0.9204
21022772,-0.9282
21024644,-0.9594
21026524,-0.9594
21028400,-0.8931
21030272,-0.8463
21032144,-0.8268
21034012,-0.8268
21035888,-0.8385
21037760,-0.8502
21039632,-0.8502
21041500,-0.8385
21043372,-0.8463
21045236,-0.8463
21047116,-0.8463
21048992,-0.8346
21050864,-0.8463
21052736,-0.8697
21054608,-0.8697
21056472,-0.8541
21058348,-0.8658
21060220,-0.8619
21062096,-0.8619
21063968,-0.858
21065832,-0.8541
21067708,-0.8697
21069580,-0.8697
21071460,-0.8814
21073336,-0.8931
21075212,-0.9087
21077072,-0.9087
21078944,-0.9438
21080812,-0.9516
21082688,-0.9516
21084560,-0.9594
21086428,-0.9516
21088308,-0.9399
21090176,-0.9399
21092052,-0.9204
21093924,-0.9126
21095800,-0.9048
21097664,-0.9048
21099528,-0.8853
21101404,-0.9009
21103260,-0.9126
21105140,-0.9126
21107012,-0.897
21108880,-0.9048
21110740,-0.897
21112600,-0.897
21114468,-0.8697
21116336,-0.8853
21118208,-0.8853
21120084,-0.8892
21121952,-0.8931
21123816,-0.8853
21125688,-0.8853
21127560,-0.8541
21129436,-0.8424
21131312,-0.8268
21133184,-0.8268
21135060,-0.8463
21136936,-0.8346
21138808,-0.8502
21140672,-0.8502
21142540,-0.8463
21144416,-0.8502
21146284,-0.8385
21148152,-0.8385
21150020,-0.8229
21151896,-0.8034
21153756,-0.8034
21155620,-0.7917
21157492,-0.8112
21159372,-0.8307
21161236,-0.8307
21163104,-0.8385
21164976,-0.8541
21166852,-0.8541
21168728,-0.8541
21170600,-0.8346
21172472,-0.8502
21174340,-0.8619
21176212,-0.8619
21178088,-0.858
21179956,-0.8346
21181832,-0.8385
21183704,-0.8385
21185576,-0.8346
21187448,-0.8307
21189320,-0.8502
21191180,-0.8502
21193052,-0.8541
21194924,-0.8697
21196788,-0.8697
21198668,-0.8502
21200532,-0.858
21202392,-0.8424
21204268,-0.8424
21206140,-0.8424
21208012,-0.858
21209880,-0.8697
21211752,-0.8697
21213628,-0.9048
21215492,-0.9165
21217372,-0.9282
21219240,-0.9282
21221112,-0.9477
21222988,-0.9555
21224860,-0.9828
21226736,-0.9828
21228608,-0.9672
21230480,-0.9672
21232356,-0.9672
21234232,-0.9828
21236104,-0.9945
21237976,-0.9984
21239848,-0.9984
21241724,-0.9789
21243584,-0.9906
21245456,-0.9789
21247328,-0.9789
21249204,-0.9984
21251080,-1.014
21252952,-1.0179
21254824,-1.0179
21256704,-1.014
21258576,-1.0218
21260456,-1.0374
21262324,-1.0374
21264208,-1.0452
21266084,-1.0374
21267960,-1.053
21269832,-1.053
21271704,-1.0413
21273580,-1.0764
21275464,-1.0764
21277340,-1.0725
21279220,-1.053
21281092,-1.0608
21282960,-1.0608
21284832,-1.0452
21286716,-1.0335
21288592,-1.0413
21290476,-1.0413
21292356,-1.0179
21294240,-1.0374
21296108,-1.0023
21297988,-1.0023
21299868,-1.0218
21301748,-1.0062
21303616,-0.9945
21305488,-0.9945
21307356,-0.9828
21309228,-0.9906
21311096,-0.9867
21312964,-0.9867
21314836,-0.9945
21316708,-0.9867
21318580,-0.9867
21320456,-0.9867
21322328,-0.975
21324200,-0.9516
21326072,-0.9516
21327944,-0.9789
21329812,-0.975
21331684,-1.0023
21333556,-1.0023
21335428,-0.9906
21337296,-0.9711
21339172,-0.9789
21341040,-0.9789
21342916,-1.0179
21344800,-1.0335
21346672,-1.0413
21348552,-1.0413
21350432,-0.9906
21352304,-1.0179
21354176,-0.9906
21356044,-0.9906
21357912,-1.0296
21359792,-1.1193
21361676,-1.1193
21363560,-1.3611
21365444,-1.1115
21367332,-1.1115
21369224,-1.1115
21371116,-1.1466
21373008,-1.3143
21374896,-1.4859
21376776,-1.4859
21378656,-1.7004
21380532,-1.1973
21382420,-1.794
21384296,-1.794
21386172,-3.588
21388044,-3.3111
21389924,-5.0232
21391804,-5.0232
21393680,-8.2485
21395556,-15.1632
21397492,-15.9432
21399432,-15.9432
21401372,-15.9744
21403312,-10.0776
21405240,4.4148
21407116,4.4148
21408992,13.1196
21410920,15.8535
21412852,15.9627
21414792,15.9627
21416716,15.9666
21418640,15.9666
21420572,15.9666
21422500,15.9666
21424432,15.9666
21426360,10.764
21428284,1.3767
21430160,1.3767
21432040,-7.4412
21433924,-14.7693
21435856,-15.9276
21437788,-15.9744
21439724,-15.9744
21441660,-15.9744
21443596,-15.9744
21445528,-15.9744
21447460,-15.9744
21449396,-12.2031
21451332,-5.3508
21453212,3.7479
21455088,3.7479
21456964,11.5167
21458892,15.717
21460812,15.9549
21462736,15.9549
21464664,15.9666
21466596,15.9666
21468524,15.6975
21470452,15.6975
21472380,10.7445
21474312,4.1106
21476188,-2.8002
21478052,-2.8002
21479916,-8.7711
21481800,-13.2327
21483740,-15.7677
21485676,-15.7677
21487608,-15.9666
21489552,-15.9744
21491484,-14.547
21493416,-14.547
21495344,-10.7796
21497280,-5.7759
21499160,0.039
21501008,0.039
21502860,6.0879
21504736,11.0136
21506656,13.4706
21508580,13.4706
21510496,14.3442
21512420,13.3731
21514356,11.1774
21516292,11.1774
21518224,7.9872
21520096,3.9234
21521964,-0.5304
21523828,-0.5304
21525700,-4.6254
21527576,-8.1393
21529460,-10.3701
21531388,-10.3701
21533312,-11.8833
21535252,-11.7975
21537180,-10.7601
21539112,-10.7601
21541044,-8.5644
21542928,-5.5185
21544812,-1.4274
21546696,-1.4274
21548576,3.6543
21550456,6.8679
21552328,8.7594
21554200,8.7594
21556076,8.9583
21557940,8.3772
21559812,6.6144
21561688,6.6144
21563560,4.2822
21565428,1.5912
21567312,-1.248
21569192,-1.248
21571068,-3.7089
21572944,-5.7993
21574820,-7.1058
21576692,-7.1058
21578572,-7.7259
21580456,-7.5504
21582332,-6.5793
21584216,-6.5793
21586096,-4.9764
21587976,-2.886
21589848,-2.886
21591712,-0.819
21593576,1.0413
21595456,2.6754
21597332,2.6754
21599200,3.7089
21601064,4.2354
21602940,4.1028
21604816,4.1028
21606688,3.5451
21608564,2.4843
21610436,1.1661
21612312,1.1661
21614196,-0.2808
21616064,-1.8213
21617948,-3.081
21619824,-3.081
21621696,-4.0599
21623568,-4.6137
21625444,-4.7697
21627328,-4.7697
21629204,-4.407
21631068,-3.6426
21632952,-3.6426
21634828,-2.769
21636704,-1.4235
21638588,-0.312
21640460,-0.312
21642328,0.7956
21644192,1.4586
21646064,1.9812
21647948,1.9812
21649824,1.9734
21651704,1.7199
21653576,1.2519
21655456,1.2519
21657336,0.4836
21659204,-0.2886
21661068,-1.2285
21662952,-1.2285
21664840,-1.95
21666716,-2.5272
21668592,-2.8158
21670472,-2.8158
21672356,-2.9913
21674236,-2.8509
21676116,-2.8509
21677988,-2.5896
21679860,-2.0748
21681732,-1.5483
21683612,-1.5483
21685496,-0.9243
21687376,-0.4017
21689244,0.0234
21691088,0.0234
21692956,0.3315
21694824,0.4797
21696692,0.5499
21698548,0.5499
21700416,0.4017
21702276,0.1248
21704136,-0.2184
21706004,-0.2184
21707880,-0.6201
21709752,-1.0413
21711636,-1.0413
21713520,-1.4196
21715408,-1.7082
21717288,-1.8954
21719164,-1.8954
21721044,-2.0397
21722920,-1.9968
21724804,-1.8993
21726684,-1.8993
21728568,-1.6653
21730460,-1.3806
21732336,-1.0803
21734212,-1.0803
21736080,-0.7098
21737940,-0.4875
21739812,-0.2184
21741688,-0.2184
21743560,-0.0819
21745424,-0.0117
21747284,-0.0429
21749144,-0.0429
21751016,-0.1755
21752888,-0.3939
21754760,-0.6435
21756644,-0.6435
21758524,-0.9009
21760384,-1.1817
21762264,-1.1817
21764148,-1.404
21766024,-1.5561
21767904,-1.6302
21769780,-1.6302
21771660,-1.6497
21773540,-1.56
21775412,-1.4118
21777300,-1.4118
21779180,-1.2246
21781064,-0.9828
21782936,-0.7956
21784816,-0.7956
21786688,-0.6006
21788552,-0.4602
21790416,-0.3822
21792280,-0.3822
21794152,-0.3588
21796024,-0.4173
21797900,-0.5031
21799768,-0.5031
21801640,-0.6396
21803520,-0.78
21805380,-0.78
21807240,-0.9477
21809100,-1.0998
21810976,-1.209
21812860,-1.209
21814724,-1.3026
21816604,-1.3338
21818484,-1.3299
21820372,-1.3299
21822252,-1.2909
21824128,-1.2129
21826012,-1.1154
21827904,-1.1154
21829788,-0.9789
21831656,-0.8619
21833520,-0.7566
21835388,-0.7566
21837264,-0.663
21839132,-0.624
21841000,-0.5928
21842872,-0.5928
21844748,-0.6201
21846620,-0.6591
21848496,-0.6591
21850368,-0.7293
21852240,-0.8229
21854112,-0.897
21855980,-0.897
21857844,-0.9828
21859716,-1.0647
21861596,-1.1544
21863480,-1.1544
21865364,-1.1739
21867248,-1.1778
21869128,-1.1583
21871020,-1.1583
21872908,-1.1154
21874792,-1.0569
21876672,-0.9945
21878548,-0.9945
21880428,-0.9243
21882304,-0.8541
21884176,-0.7878
21886044,-0.7878
21887920,-0.7449
21889796,-0.7137
21891664,-0.7137
21893540,-0.7176
21895412,-0.7293
21897280,-0.7761
21899156,-0.7761
21901036,-0.7956
21902912,-0.8814
21904788,-0.9243
21906660,-0.9243
21908532,-0.9945
21910404,-1.0296
21912292,-1.0803
21914164,-1.0803
21916040,-1.092
21917916,-1.0881
21919800,-1.0764
21921676,-1.0764
21923560,-1.0218
21925436,-0.78
21927296,-0.6552
21929164,-0.6552
21931036,-0.507
21932900,-0.4914
21934772,-0.4914
21936644,-0.4641
21938520,-0.7137
21940396,-0.9516
21942260,-0.9516
21944140,-1.1154
21946028,-1.1466
21947916,-1.1154
21949804,-1.1154
21951696,-1.0179
21953576,-0.8931
21955448,-0.7215
21957328,-0.7215
21959208,-0.5811
21961080,-0.6045
21962944,-0.7995
21964816,-0.7995
21966688,-0.9828
21968564,-1.0257
21970452,-1.0218
21972328,-1.0218
21974204,-0.9828
21976072,-0.936
21977944,-0.936
21979804,-0.9243
21981672,-0.9204
21983540,-0.9204
21985408,-0.9204
21987272,-0.9165
21989140,-0.8853
21991020,-0.8931
21992892,-0.8931
21994764,-0.8931
21996636,-0.8892
21998508,-0.8814
22000376,-0.8814
22002244,-0.897
22004108,-0.897
22005976,-0.8775
22007860,-0.8775
22009732,-0.8619
22011600,-0.8307
22013472,-0.819
22015340,-0.819
22017212,-0.8268
22019088,-0.8268
22020960,-0.8268
22022836,-0.8697
22024716,-0.9126
22026592,-0.936
22028456,-0.936
22030320,-0.9516
22032200,-0.936
22034068,-0.9126
22035940,-0.9126
22037812,-0.9165
22039684,-0.9438
22041548,-0.975
22043420,-0.975
22045288,-0.9867
22047152,-0.9945
22049024,-0.9867
22050896,-0.9867
22052772,-0.9516
22054652,-0.9087
22056524,-0.9087
22058392,-0.8775
22060272,-0.8658
22062144,-0.8541
22064020,-0.8541
22065896,-0.8502
22067768,-0.8853
22069640,-0.897
22071508,-0.897
22073380,-0.8892
22075252,-0.8931
22077124,-0.897
22078996,-0.897
22080864,-0.9282
22082740,-0.9204
22084600,-0.9243
22086480,-0.9243
22088352,-0.8658
22090224,-0.8385
22092100,-0.8346
22093972,-0.8346
22095840,-0.8736
22097716,-0.8736
22099584,-0.8736
22101448,-0.8775
22103324,-0.8892
22105196,-0.8853
22107068,-0.8853
